date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,fips_char,fips
2020-03-03,46,5456,21,235,21,673,,,799,38,52,3565158,59,09000,9000
2020-03-04,47,5456,22,235,21,673,,,799,65,67,3565114,75,09000,9000
2020-03-05,47,5456,22,235,22,673,,,799,101,87,3565057,97,09000,9000
2020-03-06,47,5456,22,235,22,673,,,799,146,112,3564984,125,09000,9000
2020-03-07,47,5456,22,235,22,673,,,800,204,144,3564890,160,09000,9000
2020-03-08,48,5456,22,235,22,673,,,800,278,185,3564770,206,09000,9000
2020-03-09,48,5456,22,235,22,673,2.0669762761,0.9910285856,800,374,237,3564615,265,09000,9000
2020-03-10,49,5456,22,235,22,673,2.0817668756,0.6807632646,800,497,305,3564417,340,09000,9000
2020-03-11,49,5456,22,235,22,673,2.0945450446,0.5211899522,800,655,392,3564162,438,09000,9000
2020-03-12,50,5456,23,235,22,673,2.1044950744,0.4317150856,800,858,504,3563834,562,09000,9000
2020-03-13,52,5456,23,235,22,673,2.1132293992,0.4291937033,800,1119,648,3563413,722,09000,9000
2020-03-14,53,5456,24,235,23,673,2.1186272008,0.375673968,800,1454,832,3562873,928,09000,9000
2020-03-15,55,5456,24,235,23,673,2.1202496874,0.3867526018,800,1884,1069,3562178,1192,09000,9000
2020-03-16,58,5456,25,235,24,673,2.1184457122,0.3699528565,801,2436,1373,3561287,1531,09000,9000
2020-03-17,61,5456,26,235,24,673,2.1122034772,0.2909257968,801,3146,1764,3560141,1967,09000,9000
2020-03-18,66,5456,28,235,25,673,2.1012529317,0.2652194336,802,4058,2266,3558671,2525,09000,9000
2020-03-19,71,5456,29,235,26,673,2.0853067853,0.2294081707,802,5228,2910,3556783,3243,09000,9000
2020-03-20,78,5456,32,235,28,673,2.0640605277,0.2239944316,803,6731,3737,3554361,4163,09000,9000
2020-03-21,87,5456,34,235,29,673,2.0377149681,0.2142792315,804,8659,4798,3551253,5342,09000,9000
2020-03-22,99,5456,38,235,32,673,2.0096889793,0.1877286214,805,11134,6158,3547268,6853,09000,9000
2020-03-23,114,5456,43,235,35,673,1.9717160983,0.1467289237,807,14304,7901,3542165,8786,09000,9000
2020-03-24,133,5456,49,235,38,673,1.9304207195,0.1066883485,809,18374,10135,3535622,11258,09000,9000
2020-03-25,158,5456,57,235,43,673,1.8868493663,0.1250398175,812,23563,12975,3527432,14259,09000,9000
2020-03-26,189,5456,67,235,49,673,1.8396746418,0.1,815,30056,16469,3517563,17636,09000,9000
2020-03-27,229,5456,79,235,57,673,1.7912380728,0.1,820,38005,20635,3505854,21396,09000,9000
2020-03-28,277,5456,95,235,66,673,1.7406030443,0.1,826,47547,25481,3492217,25489,09000,9000
2020-03-29,335,5456,113,235,78,673,1.6894654385,0.1,833,58809,30987,3476631,29814,09000,9000
2020-03-30,404,5456,135,235,91,673,1.6402818777,0.1,842,71858,37092,3459183,34214,09000,9000
2020-03-31,484,5456,161,235,107,673,1.5916366573,0.1,853,86683,43677,3440077,38494,09000,9000
2020-04-01,574,5456,190,235,125,673,1.5447405806,0.1,867,103192,50566,3419632,42430,09000,9000
2020-04-02,675,5456,222,235,145,673,1.4988151705,0.1,883,121182,57527,3398299,45773,09000,9000
2020-04-03,784,5456,257,235,166,673,1.4543213058,0.1,902,140376,64285,3376611,48267,09000,9000
2020-04-04,905,5456,299,235,190,673,1.4121294931,0.1,930,160388,70517,3355165,49702,09000,9000
2020-04-05,1029,5456,344,235,214,673,1.3723223626,0.1,964,180736,75894,3334632,49886,09000,9000
2020-04-06,1154,5456,389,235,238,673,1.3352706929,0.1,1002,200885,80090,3315656,48714,09000,9000
2020-04-07,1275,5456,433,235,262,673,1.2995205668,0.1,1045,220292,82842,3298759,46204,09000,9000
2020-04-08,1389,5456,476,235,284,673,1.2663923811,0.1,1092,238507,83995,3283441,43306,09000,9000
2020-04-09,1490,5456,515,235,304,673,1.2355942333,0.1,1143,255753,84062,3268086,41415,09000,9000
2020-04-10,1580,5456,551,235,322,673,1.2065353709,0.1,1199,272350,83533,3252841,40063,09000,9000
2020-04-11,1657,5456,583,235,338,673,1.179189143,0.1,1257,288463,82666,3237790,39001,09000,9000
2020-04-12,1722,5456,611,235,352,673,1.1533468214,0.1,1319,304178,81602,3222977,38099,09000,9000
2020-04-13,1776,5456,636,235,363,673,1.1289710885,0.1,1383,319545,80420,3208428,37281,09000,9000
2020-04-14,1821,5456,658,235,373,673,1.1059790669,0.1,1449,334587,79162,3194156,36511,09000,9000
2020-04-15,1857,5456,677,235,380,673,1.0837650747,0.1,1517,349320,77856,3180170,35765,09000,9000
2020-04-16,1885,5456,693,235,387,673,1.0625173857,0.1,1586,363751,76520,3166475,35028,09000,9000
2020-04-17,1906,5456,706,235,391,673,1.0419267055,0.1,1657,377884,75160,3153072,34298,09000,9000
2020-04-18,1921,5456,718,235,395,673,1.0216654557,0.1,1729,391721,73784,3139962,33571,09000,9000
2020-04-19,1931,5456,727,235,397,673,1.0020807921,0.1,1801,405261,72394,3127146,32848,09000,9000
2020-04-20,1935,5456,734,235,399,673,0.982389253,0.1,1874,418507,70994,3114621,32127,09000,9000
2020-04-21,1935,5456,739,235,399,673,0.9634241577,0.1,1948,431458,69587,3102391,31405,09000,9000
2020-04-22,1931,5456,743,235,398,673,0.9453419283,0.1,2021,444099,68161,3090540,30616,09000,9000
2020-04-23,1923,5456,745,235,397,673,0.9283831489,0.1,2095,456410,66702,3079106,29738,09000,9000
2020-04-24,1912,5456,746,235,395,673,0.9124600252,0.1,2168,468346,65170,3068112,28796,09000,9000
2020-04-25,1898,5456,745,235,393,673,0.8982596898,0.1,2241,479887,63563,3057560,27807,09000,9000
2020-04-26,1880,5456,743,235,389,673,0.8857102472,0.1,2314,491018,61881,3047453,26784,09000,9000
2020-04-27,1860,5456,740,235,385,673,0.8755082279,0.1,2387,501726,60128,3037790,25739,09000,9000
2020-04-28,1837,5456,736,235,381,673,0.8677416104,0.1,2458,512005,58310,3028570,24679,09000,9000
2020-04-29,1811,5456,730,235,376,673,0.8625475562,0.1,2529,521850,56436,3019791,23613,09000,9000
2020-04-30,1783,5456,723,235,370,673,0.8599647682,0.1,2599,531261,54516,3011448,22545,09000,9000
2020-05-01,1752,5456,715,235,364,673,0.8601673457,0.1,2668,540237,52556,3003537,21480,09000,9000
2020-05-02,1719,5456,706,235,357,673,0.8627356413,0.1,2736,548781,50568,2996049,20424,09000,9000
2020-05-03,1684,5456,696,235,350,673,0.8673529394,0.1,2802,556899,48561,2988975,19381,09000,9000
2020-05-04,1647,5456,685,235,343,673,0.8737971295,0.1,2868,564597,46546,2982303,18355,09000,9000
2020-05-05,1608,5456,673,235,335,673,0.8813387251,0.1,2932,571877,44524,2976032,17346,09000,9000
2020-05-06,1568,5456,660,235,327,673,0.8897173463,0.1,2994,578753,42511,2970110,16391,09000,9000
2020-05-07,1526,5456,647,235,318,673,0.8981066218,0.1,3055,585259,40535,2964469,15526,09000,9000
2020-05-08,1484,5456,633,235,309,673,0.9059235827,0.1,3115,591426,38616,2959101,14728,09000,9000
2020-05-09,1440,5456,618,235,301,673,0.9126656296,0.1,3173,597277,36767,2953995,13982,09000,9000
2020-05-10,1396,5456,604,235,292,673,0.917824677,0.1,3229,602835,34994,2949141,13279,09000,9000
2020-05-11,1352,5456,589,235,283,673,0.9210150739,0.1,3284,608113,33297,2944527,12614,09000,9000
2020-05-12,1308,5456,573,235,274,673,0.9217254659,0.1,3337,613128,31675,2940144,11983,09000,9000
2020-05-13,1265,5456,558,235,265,673,0.9200421553,0.1,3389,617892,30127,2935978,11384,09000,9000
2020-05-14,1222,5456,542,235,256,673,0.915572323,0.1,3438,622418,28649,2932021,10815,09000,9000
2020-05-15,1179,5456,527,235,247,673,0.9088238747,0.1,3486,626719,27240,2928262,10274,09000,9000
2020-05-16,1137,5456,511,235,238,673,0.8996508628,0.1,3533,630803,25897,2924691,9760,09000,9000
2020-05-17,1096,5456,496,235,230,673,0.8886007467,0.1,3577,634684,24617,2921300,9271,09000,9000
2020-05-18,1056,5456,481,235,222,673,0.8757982408,0.1,3621,638372,23397,2918077,8805,09000,9000
2020-05-19,1017,5456,466,235,214,673,0.8620439186,0.1,3662,641874,22236,2915018,8363,09000,9000
2020-05-20,979,5456,451,235,206,673,0.8476794997,0.1,3702,645201,21130,2912111,7942,09000,9000
2020-05-21,942,5456,437,235,198,673,0.8331865356,0.1,3741,648359,20077,2909353,7543,09000,9000
2020-05-22,905,5456,423,235,191,673,0.8192143186,0.1,3778,651359,19075,2906733,7163,09000,9000
2020-05-23,871,5456,409,235,183,673,0.8061958074,0.1,3814,654207,18122,2904246,6801,09000,9000
2020-05-24,837,5456,395,235,176,673,0.7944565463,0.1,3848,656918,17214,2901879,6458,09000,9000
2020-05-25,804,5456,382,235,170,673,0.7846227838,0.1,3881,659494,16349,2899630,6131,09000,9000
2020-05-26,772,5456,369,235,163,673,0.7761758469,0.1,3913,661935,15527,2897499,5820,09000,9000
2020-05-27,742,5456,356,235,157,673,0.7698166199,0.1,3944,664250,14746,2895478,5526,09000,9000
2020-05-28,712,5456,344,235,151,673,0.765291573,0.1,3973,666452,14002,2893555,5247,09000,9000
2020-05-29,684,5456,332,235,145,673,0.7626352025,0.1,4001,668543,13295,2891730,4981,09000,9000
2020-05-30,656,5456,320,235,139,673,0.7613166512,0.1,4028,670523,12623,2890002,4730,09000,9000
2020-05-31,630,5456,309,235,134,673,0.7614466015,0.1,4054,672401,11988,2888364,4490,09000,9000
2020-06-01,605,5456,298,235,129,673,0.7626704414,0.1,4078,674185,11385,2886808,4261,09000,9000
2020-06-02,581,5456,288,235,124,673,0.764505063,0.1,4102,675879,10811,2885332,4044,09000,9000
2020-06-03,557,5456,277,235,119,673,0.7664749405,0.1,4125,677486,10265,2883931,3838,09000,9000
2020-06-04,535,5456,267,235,114,673,0.7681919771,0.1,4146,679011,9747,2882600,3643,09000,9000
2020-06-05,513,5456,258,235,110,673,0.7693449458,0.1,4167,680459,9254,2881338,3458,09000,9000
2020-06-06,490,5456,246,235,106,673,0.7698975134,0.1010658824,4181,681833,8786,2880140,3282,09000,9000
2020-06-07,468,5456,234,235,102,673,0.7698172372,0.1,4194,683139,8340,2879001,3115,09000,9000
2020-06-08,446,5456,223,235,98,673,0.7686986479,0.1014119651,4207,684380,7916,2877918,2956,09000,9000
2020-06-09,426,5456,213,235,94,673,0.7668789558,0.1,4219,685557,7514,2876892,2805,09000,9000
2020-06-10,407,5456,203,235,91,673,0.7640038335,0.1,4231,686673,7133,2875920,2662,09000,9000
2020-06-11,389,5456,194,235,87,673,0.760442268,0.1,4242,687734,6769,2874995,2525,09000,9000
2020-06-12,371,5456,185,235,84,673,0.7569767623,0.1,4252,688740,6425,2874118,2396,09000,9000
2020-06-13,355,5456,176,235,81,673,0.7535093027,0.1000232487,4262,689684,6101,2873296,2275,09000,9000
2020-06-14,339,5456,168,235,78,673,0.7505455799,0.1066523044,4272,690596,5788,2872501,2157,09000,9000
2020-06-15,324,5456,160,235,75,673,0.7491697254,0.1012759767,4280,691458,5492,2871750,2047,09000,9000
2020-06-16,310,5456,153,235,73,673,0.7493037995,0.1,4289,692272,5212,2871041,1942,09000,9000
2020-06-17,296,5456,146,235,70,673,0.75100643,0.1,4297,693042,4947,2870370,1843,09000,9000
2020-06-18,283,5456,140,235,68,673,0.7546598219,0.1,4305,693770,4695,2869735,1749,09000,9000
2020-06-19,271,5456,134,235,66,673,0.7603524104,0.1038213163,4312,694461,4457,2869133,1660,09000,9000
2020-06-20,260,5456,128,235,63,673,0.768507015,0.1014672847,4319,695117,4231,2868562,1576,09000,9000
2020-06-21,249,5456,122,235,61,673,0.7785132223,0.1101257469,4325,695740,4015,2868018,1496,09000,9000
2020-06-22,238,5456,117,235,59,673,0.7911277836,0.1064842367,4331,696334,3809,2867501,1419,09000,9000
2020-06-23,228,5456,112,235,58,673,0.8050052855,0.1082516497,4337,696898,3615,2867010,1346,09000,9000
2020-06-24,219,5456,107,235,56,673,0.820649793,0.1268294801,4343,697433,3430,2866544,1277,09000,9000
2020-06-25,210,5456,103,235,54,673,0.8371277655,0.1336197046,4348,697941,3255,2866102,1211,09000,9000
2020-06-26,201,5456,98,235,52,673,0.8541562467,0.1344775082,4353,698422,3089,2865683,1149,09000,9000
2020-06-27,193,5456,94,235,51,673,0.8711425762,0.1584414907,4358,698879,2930,2865285,1090,09000,9000
2020-06-28,186,5456,90,235,49,673,0.8874147582,0.1595176191,4362,699312,2780,2864908,1034,09000,9000
2020-06-29,179,5456,87,235,48,673,0.9033000031,0.1549319439,4367,699723,2638,2864550,981,09000,9000
2020-06-30,172,5456,83,235,47,673,0.9179068783,0.1507153022,4371,700113,2503,2864211,931,09000,9000
2020-07-01,165,5456,80,235,45,673,0.9312563264,0.1584086539,4374,700483,2375,2863888,883,09000,9000
2020-07-02,159,5456,77,235,44,673,0.943155073,0.1492002789,4378,700834,2253,2863583,838,09000,9000
2020-07-03,153,5456,74,235,43,673,0.9536251044,0.1404043384,4382,701167,2137,2863293,795,09000,9000
2020-07-04,147,5456,71,235,42,673,0.9618766483,0.155342831,4385,701483,2028,2863018,754,09000,9000
2020-07-05,142,5456,68,235,41,673,0.9685000904,0.1418838026,4388,701782,1924,2862758,715,09000,9000
2020-07-06,137,5456,66,235,40,673,0.9739394765,0.1460870897,4391,702065,1825,2862511,678,09000,9000
2020-07-07,132,5456,63,235,39,673,0.9778159361,0.1449680523,4394,702335,1732,2862276,643,09000,9000
2020-07-08,128,5456,61,235,38,673,0.9806140357,0.1499338131,4396,702590,1643,2862054,610,09000,9000
2020-07-09,124,5456,59,235,37,673,0.9828080876,0.1493004449,4399,702833,1558,2861843,579,09000,9000
2020-07-10,120,5456,57,235,36,673,0.9841023563,0.143153319,4401,703063,1478,2861642,549,09000,9000
2020-07-11,116,5456,55,235,36,673,0.9841988538,0.154672468,4404,703281,1403,2861452,521,09000,9000
2020-07-12,112,5456,53,235,35,673,0.984698719,0.1545281693,4406,703488,1330,2861272,494,09000,9000
2020-07-13,109,5456,52,235,34,673,0.9850787149,0.1601919767,4408,703685,1262,2861101,469,09000,9000
2020-07-14,105,5456,50,235,34,673,0.9855368717,0.1542862155,4410,703871,1197,2860939,444,09000,9000
2020-07-15,102,5456,48,235,33,673,0.9862302237,0.1598595647,4412,704048,1136,2860785,421,09000,9000
2020-07-16,99,5456,47,235,32,673,0.9883466218,0.1361546024,4413,704215,1078,2860640,400,09000,9000
2020-07-17,97,5456,46,235,32,673,0.9911229857,0.1295796325,4415,704374,1022,2860501,379,09000,9000
2020-07-18,94,5456,44,235,31,673,0.9945206352,0.1459193237,4417,704525,969,2860370,360,09000,9000
2020-07-19,91,5456,43,235,31,673,0.9990886085,0.1388271607,4418,704668,919,2860245,341,09000,9000
2020-07-20,89,5456,42,235,30,673,1.0042078662,0.143122861,4419,704804,872,2860127,324,09000,9000
2020-07-21,87,5456,41,235,30,673,1.0095222087,0.1531357478,4421,704932,827,2860015,307,09000,9000
2020-07-22,85,5456,40,235,29,673,1.0156038943,0.1571536191,4422,705055,785,2859909,291,09000,9000
2020-07-23,83,5456,39,235,29,673,1.0225773652,0.1378200434,4423,705170,744,2859808,276,09000,9000
2020-07-24,81,5456,38,235,29,673,1.0296328288,0.1568150206,4424,705280,706,2859712,262,09000,9000
2020-07-25,79,5456,37,235,28,673,1.0369583643,0.1641564989,4425,705384,669,2859622,248,09000,9000
2020-07-26,77,5456,36,235,28,673,1.0442135749,0.1659915247,4426,705483,635,2859536,235,09000,9000
2020-07-27,75,5456,35,235,28,673,1.0514129236,0.1750619433,4427,705577,602,2859454,223,09000,9000
2020-07-28,74,5456,34,235,27,673,1.0584020195,0.1920060742,4428,705666,571,2859377,212,09000,9000
2020-07-29,72,5456,34,235,27,673,1.0657870321,0.1960807166,4429,705750,542,2859303,201,09000,9000
2020-07-30,71,5456,33,235,27,673,1.0728446651,0.1859682539,4430,705830,514,2859234,190,09000,9000
2020-07-31,70,5456,32,235,26,673,1.0789211387,0.1905244438,4431,705905,487,2859168,181,09000,9000
2020-08-01,69,5456,32,235,26,673,1.0845506888,0.1794287958,4432,705977,462,2859106,171,09000,9000
2020-08-02,67,5456,31,235,26,673,,,4432,706045,438,2859046,162,09000,9000
2020-08-03,66,5456,31,235,26,673,,,4433,706110,416,2858988,156,09000,9000
2020-08-04,65,5456,30,235,25,673,,,4433,706173,396,2858928,153,09000,9000
2020-08-05,64,5456,30,235,25,673,,,4434,706236,379,2858867,152,09000,9000
2020-08-06,63,5456,29,235,25,673,,,4435,706298,365,2858804,152,09000,9000
2020-08-07,62,5456,29,235,25,673,,,4435,706360,354,2858740,154,09000,9000
2020-08-08,62,5456,29,235,25,673,,,4436,706424,346,2858674,156,09000,9000
2020-08-09,61,5456,28,235,25,673,,,4436,706489,341,2858606,160,09000,9000
2020-08-10,60,5456,28,235,24,673,,,4437,706555,338,2858535,165,09000,9000
2020-08-11,60,5456,28,235,24,673,,,4437,706623,337,2858461,170,09000,9000
2020-08-12,59,5456,27,235,24,673,,,4437,706695,339,2858383,177,09000,9000
2020-08-13,59,5456,27,235,24,673,,,4438,706769,343,2858301,185,09000,9000
2020-08-14,58,5456,27,235,24,673,,,4438,706846,350,2858214,194,09000,9000
2020-08-15,58,5456,27,235,24,673,,,4439,706928,359,2858121,205,09000,9000
2020-08-16,58,5456,26,235,24,673,,,4439,707014,371,2858023,218,09000,9000
2020-08-17,57,5456,26,235,24,673,,,4439,707106,385,2857918,230,09000,9000
2020-08-18,57,5456,26,235,24,673,,,4440,707202,401,2857810,243,09000,9000
2020-08-19,57,5456,26,235,24,673,,,4440,707304,419,2857697,254,09000,9000
2020-08-20,57,5456,26,235,24,673,,,4440,707410,438,2857578,266,09000,9000
2020-08-21,57,5456,26,235,24,673,,,4441,707521,457,2857455,278,09000,9000
2020-08-22,57,5456,26,235,24,673,,,4441,707637,478,2857326,291,09000,9000
2020-08-23,58,5456,26,235,24,673,,,4441,707759,499,2857192,304,09000,9000
2020-08-24,58,5456,26,235,24,673,,,4442,707886,522,2857051,318,09000,9000
2020-08-25,58,5456,26,235,24,673,,,4442,708018,546,2856904,332,09000,9000
2020-08-26,58,5456,26,235,24,673,,,4443,708157,570,2856750,347,09000,9000
2020-08-27,59,5456,26,235,24,673,,,4443,708302,596,2856589,363,09000,9000
2020-08-28,59,5456,26,235,24,673,,,4443,708454,623,2856422,379,09000,9000
2020-08-29,59,5456,26,235,24,673,,,4444,708612,651,2856246,396,09000,9000
2020-08-30,60,5456,26,235,24,673,,,4444,708777,680,2856063,414,09000,9000
2020-08-31,60,5456,26,235,24,673,,,4445,708950,711,2855871,433,09000,9000
2020-09-01,61,5456,27,235,24,673,,,4445,709131,743,2855671,452,09000,9000
2020-09-02,61,5456,27,235,25,673,,,4445,709320,776,2855462,472,09000,9000
2020-09-03,62,5456,27,235,25,673,,,4446,709517,811,2855243,494,09000,9000
2020-09-04,62,5456,27,235,25,673,,,4446,709723,848,2855015,516,09000,9000
2020-09-05,63,5456,27,235,25,673,,,4447,709939,886,2854776,539,09000,9000
2020-09-06,64,5456,28,235,25,673,,,4447,710164,926,2854527,563,09000,9000
2020-09-07,65,5456,28,235,25,673,,,4448,710399,967,2854267,589,09000,9000
2020-09-08,65,5456,28,235,25,673,,,4448,710645,1011,2853995,615,09000,9000
2020-09-09,66,5456,28,235,26,673,,,4449,710902,1056,2853710,642,09000,9000
2020-09-10,67,5456,28,235,26,673,,,4450,711170,1104,2853413,671,09000,9000
2020-09-11,68,5456,29,235,26,673,,,4450,711450,1153,2853103,701,09000,9000
2020-09-12,69,5456,29,235,26,673,,,4451,711743,1205,2852779,733,09000,9000
2020-09-13,70,5456,29,235,26,673,,,4452,712049,1259,2852440,765,09000,9000
2020-09-14,71,5456,30,235,27,673,,,4452,712368,1315,2852087,800,09000,9000
2020-09-15,72,5456,30,235,27,673,,,4453,712701,1374,2851718,835,09000,9000
2020-09-16,73,5456,30,235,27,673,,,4454,713049,1435,2851333,873,09000,9000
2020-09-17,74,5456,31,235,27,673,,,4455,713413,1499,2850930,912,09000,9000
2020-09-18,75,5456,31,235,28,673,,,4455,713793,1566,2850509,952,09000,9000
2020-09-19,77,5456,32,235,28,673,,,4456,714190,1636,2850070,995,09000,9000
2020-09-20,78,5456,32,235,28,673,,,4457,714605,1709,2849611,1039,09000,9000
2020-09-21,79,5456,32,235,28,673,,,4458,715038,1785,2849131,1085,09000,9000
2020-09-22,81,5456,33,235,29,673,,,4459,715491,1865,2848630,1133,09000,9000
2020-09-23,82,5456,33,235,29,673,,,4460,715963,1947,2848107,1184,09000,9000
2020-09-24,84,5456,34,235,29,673,,,4461,716456,2034,2847561,1236,09000,9000
2020-09-25,86,5456,34,235,30,673,,,4462,716972,2125,2846991,1291,09000,9000
2020-09-26,87,5456,35,235,30,673,,,4464,717510,2219,2846396,1348,09000,9000
2020-09-27,89,5456,36,235,30,673,,,4465,718072,2318,2845775,1408,09000,9000
2020-09-28,91,5456,36,235,31,673,,,4466,718659,2421,2845126,1470,09000,9000
2020-09-29,93,5456,37,235,31,673,,,4467,719272,2528,2844448,1535,09000,9000
2020-09-30,95,5456,38,235,32,673,,,4469,719912,2640,2843740,1602,09000,9000
2020-10-01,97,5456,38,235,32,673,,,4470,720580,2757,2843002,1673,09000,9000
2020-10-02,99,5456,39,235,33,673,,,4472,721277,2879,2842230,1747,09000,9000
2020-10-03,102,5456,40,235,33,673,,,4474,722005,3006,2841425,1824,09000,9000
2020-10-04,104,5456,41,235,34,673,,,4475,722766,3138,2840585,1904,09000,9000
2020-10-05,107,5456,41,235,34,673,,,4477,723559,3276,2839708,1987,09000,9000
2020-10-06,109,5456,42,235,35,673,,,4479,724388,3421,2838792,2075,09000,9000
2020-10-07,112,5456,43,235,35,673,,,4481,725252,3571,2837837,2165,09000,9000
2020-10-08,115,5456,44,235,36,673,,,4483,726155,3728,2836839,2260,09000,9000
2020-10-09,118,5456,45,235,37,673,,,4485,727098,3891,2835798,2359,09000,9000
2020-10-10,121,5456,46,235,37,673,,,4487,728082,4062,2834711,2461,09000,9000
2020-10-11,125,5456,47,235,38,673,,,4489,729108,4240,2833577,2569,09000,9000
2020-10-12,128,5456,48,235,39,673,,,4492,730179,4425,2832395,2680,09000,9000
2020-10-13,132,5456,50,235,39,673,,,4494,731297,4618,2831161,2796,09000,9000
2020-10-14,136,5456,51,235,40,673,,,4497,732464,4819,2829873,2917,09000,9000
2020-10-15,139,5456,52,235,41,673,,,4499,733681,5029,2828530,3043,09000,9000
2020-10-16,144,5456,54,235,42,673,,,4502,734950,5247,2827130,3174,09000,9000
2020-10-17,148,5456,55,235,43,673,,,4505,736274,5475,2825670,3311,09000,9000
2020-10-18,152,5456,56,235,44,673,,,4508,737654,5711,2824147,3453,09000,9000
2020-10-19,157,5456,58,235,45,673,,,4511,739095,5958,2822559,3601,09000,9000
2020-10-20,162,5456,60,235,46,673,,,4515,740597,6215,2820903,3755,09000,9000
2020-10-21,167,5456,61,235,47,673,,,4518,742163,6482,2819177,3915,09000,9000
2020-10-22,172,5456,63,235,48,673,,,4522,743794,6760,2817380,4081,09000,9000
2020-10-23,177,5456,65,235,49,673,,,4525,745496,7049,2815504,4254,09000,9000
2020-10-24,183,5456,67,235,50,673,,,4529,747270,7350,2813551,4433,09000,9000
2020-10-25,189,5456,68,235,51,673,,,4534,749118,7662,2811516,4620,09000,9000
2020-10-26,195,5456,71,235,53,673,,,4538,751043,7988,2809397,4814,09000,9000
2020-10-27,201,5456,73,235,54,673,,,4542,753048,8325,2807191,5015,09000,9000
2020-10-28,208,5456,75,235,56,673,,,4547,755139,8677,2804891,5224,09000,9000
2020-10-29,215,5456,77,235,57,673,,,4552,757318,9042,2802495,5441,09000,9000
2020-10-30,222,5456,79,235,59,673,,,4557,759586,9421,2800002,5666,09000,9000
2020-10-31,229,5456,82,235,60,673,,,4562,761948,9814,2797407,5900,09000,9000
2020-03-08,0,1309,0,89,0,182,,,157,0,90,943133,108,09001,9001
2020-03-09,0,1309,0,89,0,182,1.9690748064,1.0192903055,157,49,118,943056,135,09001,9001
2020-03-10,0,1309,0,89,0,182,1.9869314093,0.7254604137,157,111,153,942957,172,09001,9001
2020-03-11,1,1309,0,89,0,182,2.0019794777,0.5940993513,157,191,197,942829,220,09001,9001
2020-03-12,1,1309,0,89,0,182,2.0146177077,0.5211689762,157,293,253,942665,282,09001,9001
2020-03-13,2,1309,0,89,0,182,2.0262104095,0.5178224515,158,424,325,942453,363,09001,9001
2020-03-14,3,1309,1,89,0,182,2.0343692034,0.4750526917,158,592,418,942182,466,09001,9001
2020-03-15,4,1309,1,89,0,182,2.0387644691,0.4622368824,158,809,537,941833,599,09001,9001
2020-03-16,5,1309,1,89,1,182,2.0398667215,0.4445981815,158,1086,690,941385,769,09001,9001
2020-03-17,7,1309,2,89,1,182,2.0364304053,0.3532141174,158,1443,886,940810,987,09001,9001
2020-03-18,9,1309,3,89,1,182,2.027721765,0.3210870692,158,1901,1138,940072,1267,09001,9001
2020-03-19,12,1309,3,89,2,182,2.0136453621,0.2962830632,159,2488,1461,939127,1626,09001,9001
2020-03-20,16,1309,5,89,3,182,1.9938100092,0.3020090364,159,3241,1875,937914,2086,09001,9001
2020-03-21,20,1309,6,89,4,182,1.9681625353,0.2516777975,159,4206,2405,936360,2674,09001,9001
2020-03-22,26,1309,8,89,5,182,1.9395543883,0.2426157501,160,5444,3085,934371,3425,09001,9001
2020-03-23,34,1309,10,89,6,182,1.9018558704,0.1842163425,161,7029,3954,931826,4385,09001,9001
2020-03-24,43,1309,13,89,8,182,1.8593288402,0.1503048171,162,9056,5064,928583,5601,09001,9001
2020-03-25,56,1309,17,89,10,182,1.8132506614,0.1636064416,163,11621,6457,924617,7003,09001,9001
2020-03-26,71,1309,22,89,13,182,1.7627137529,0.1262336662,165,14788,8138,919894,8558,09001,9001
2020-03-27,90,1309,28,89,17,182,1.7097954161,0.1068688581,167,18619,10111,914369,10252,09001,9001
2020-03-28,114,1309,36,89,22,182,1.6545481389,0.1170438706,170,23162,12362,908034,12044,09001,9001
2020-03-29,141,1309,45,89,27,182,1.5978068319,0.1103296642,174,28445,14867,900925,13870,09001,9001
2020-03-30,174,1309,55,89,34,182,1.5432959379,0.1,178,34465,17575,893130,15646,09001,9001
2020-03-31,211,1309,67,89,41,182,1.4892939112,0.1012401274,184,41177,20410,884792,17271,09001,9001
2020-04-01,252,1309,80,89,49,182,1.4371621484,0.1,190,48507,23280,876087,18647,09001,9001
2020-04-02,297,1309,95,89,58,182,1.3862610404,0.1,199,56329,26060,867253,19658,09001,9001
2020-04-03,346,1309,112,89,67,182,1.3389434533,0.1,210,64459,28606,858570,20211,09001,9001
2020-04-04,397,1309,130,89,77,182,1.2940076345,0.1,224,72743,30808,850250,20247,09001,9001
2020-04-05,448,1309,148,89,87,182,1.2535553895,0.1,239,80858,32477,842666,19717,09001,9001
2020-04-06,497,1309,167,89,97,182,1.2173502741,0.1,256,88713,33574,835896,18631,09001,9001
2020-04-07,543,1309,184,89,106,182,1.1841515723,0.1,275,96005,33956,830183,17052,09001,9001
2020-04-08,584,1309,200,89,114,182,1.1554953986,0.1,296,102675,33707,824830,15735,09001,9001
2020-04-09,618,1309,213,89,121,182,1.1309126343,0.1,319,108889,33095,819577,14775,09001,9001
2020-04-10,647,1309,226,89,127,182,1.1094073398,0.1,342,114755,32281,814466,14020,09001,9001
2020-04-11,669,1309,236,89,131,182,1.0908756829,0.1,367,120338,31362,809518,13384,09001,9001
